# x,y,theta,scalar_mag 
-2.5,-1.25,-2.9933314439644265,40401.6953125 
-2.25,-1.25,-2.9516798594886233,40343.4296875 
-2.0,-1.25,-3.0092305110997897,39662.78125 
-1.75,-1.25,-2.9459985470458774,38455.71875 
-1.5,-1.25,-2.9509686399015944,37782.25 
-1.25,-1.25,-3.002110604342361,39115.640625 
-1.0,-1.25,-3.004703052555669,41494.84765625 
-0.75,-1.25,-2.9805128138013903,42167.5859375 
-0.5,-1.25,-3.000975948283596,41100.8203125 
-0.25,-1.25,-3.00432788914607,40347.109375 
0.0,-1.25,-2.9972585190071968,40693.13671875 
0.25,-1.25,-2.978031003344351,41831.06640625 
0.5,-1.25,-2.9991682909131088,42483.94140625 
0.75,-1.25,-2.9954317971111895,41954.62890625 
1.0,-1.25,-2.996768415332023,41171.20703125 
1.25,-1.25,-2.95427147177923,41048.82421875 
1.5,-1.25,-3.00347288021096,40825.1640625 
1.75,-1.25,-2.950322112643233,40850.76171875 
2.0,-1.25,-3.0096626210494324,41413.8046875 
2.25,-1.25,-2.979545517532435,41049.45703125 
2.5,-1.25,-2.9931475685976863,39710.578125 
2.75,-1.25,-2.9842254027552233,38853.34375 
3.0,-1.25,-2.9478916428310367,39337.26171875 
-3.0,-1.0,-2.997650166418692,41626.0625 
-2.75,-1.0,-2.9573170591808906,40373.1171875 
-2.5,-1.0,-3.0020108209203733,39784.0703125 
-2.25,-1.0,-3.0001773873144715,39906.68359375 
-2.0,-1.0,-3.0005556552830757,39224.16015625 
-1.75,-1.0,-2.964294914771017,37640.2265625 
-1.5,-1.0,-2.9975721649637808,36877.5625 
-1.25,-1.0,-3.0011911994383103,38797.19140625 
-1.0,-1.0,-2.9567624864305504,41298.70703125 
-0.75,-1.0,-2.960931558062188,40791.1015625 
-0.5,-1.0,-2.9887395313485507,39897.8359375 
-0.25,-1.0,-3.005000295055027,39203.92578125 
0.0,-1.0,-3.006922828843445,39936.62109375 
0.25,-1.0,-2.956204734499381,41396.88671875 
0.5,-1.0,-2.9792126637809306,42115.73828125 
0.75,-1.0,-3.002249828078687,41704.23046875 
1.0,-1.0,-2.992947367781415,41129.40234375 
1.25,-1.0,-2.9958735227939974,41196.046875 
1.5,-1.0,-2.9856221060612302,41097.5390625 
1.75,-1.0,-2.953594015198029,41591.34765625 
2.0,-1.0,-3.0010407437479403,42365.83984375 
2.25,-1.0,-3.0013109248257317,41838.8046875 
2.5,-1.0,-2.993109894733748,40514.7265625 
2.75,-1.0,-2.9540502966948177,39863.21484375 
3.0,-1.0,-3.007488446633416,40071.6953125 
-3.0,-0.75,-3.001449157667744,41288.7578125 
-2.75,-0.75,-3.002154488878368,39806.6640625 
-2.5,-0.75,-2.9585453540954862,39223.5234375 
-2.25,-0.75,2.995923554779312,39441.1015625 
-2.0,-0.75,-2.964964097946516,38723.9765625 
-1.75,-0.75,-2.9599690460805963,36794.09375 
-1.5,-0.75,3.1388898548053206,35611.4375 
-1.25,-0.75,-2.9663453480138653,35772.2109375 
-1.0,-0.75,-3.0054931776834146,36975.9609375 
-0.75,-0.75,-3.003740615518214,37237.76171875 
-0.5,-0.75,-2.9983235404150768,37520.52734375 
-0.25,-0.75,-2.955852438241717,37869.94140625 
0.0,-0.75,-2.9962817987961636,39417.49609375 
0.25,-0.75,-2.988355757052803,41310.08984375 
0.5,-0.75,-2.942228108537418,42192.0 
0.75,-0.75,-2.9425307719528355,41634.02734375 
1.0,-0.75,-2.9820627754039153,40659.58984375 
1.25,-0.75,2.984463777430759,40345.99609375 
1.5,-0.75,2.960644417435566,40375.75 
1.75,-0.75,-2.993840325509482,41008.44140625 
2.0,-0.75,-2.9762370708239922,41850.1875 
2.25,-0.75,-2.9787287074969995,41688.7734375 
2.5,-0.75,-2.983614775130051,40927.859375 
2.75,-0.75,-2.9937798148823584,40372.578125 
3.0,-0.75,-3.010425897594893,40784.87109375 
-3.0,-0.5,-2.9568584117353915,41497.13671875 
-2.75,-0.5,-2.9550324153452,40585.51171875 
-2.5,-0.5,-2.9581095761925695,40367.82421875 
-2.25,-0.5,-2.992867557971827,40285.68359375 
-2.0,-0.5,-2.9980846361696294,39098.8359375 
-1.75,-0.5,-2.9876887546419217,36879.32421875 
-1.5,-0.5,-3.134212745163374,35604.33203125 
-1.25,-0.5,-3.1381827064109924,35604.33203125 
-1.0,-0.5,-3.1407190686950917,35606.75390625 
-0.75,-0.5,-2.957734036047859,36645.5390625 
-0.5,-0.5,-2.9954790735805603,36812.84765625 
-0.25,-0.5,-3.0001114467600645,37468.6796875 
0.0,-0.5,-2.998858583899466,39558.58203125 
0.25,-0.5,-2.9795537824466876,42068.6875 
0.5,-0.5,-2.9678487441152894,43136.09375 
0.75,-0.5,-2.9539676019185634,42353.89453125 
1.0,-0.5,-2.9915714143416023,40680.1796875 
1.25,-0.5,-2.9643690189599283,39762.7890625 
1.5,-0.5,-2.98167385369964,39837.6875 
1.75,-0.5,-2.9649734170876774,40650.67578125 
2.0,-0.5,-2.9683721851138842,41029.79296875 
2.25,-0.5,-2.9409408353581554,40668.97265625 
2.5,-0.5,-2.9614351521018336,40397.04296875 
2.75,-0.5,-3.00391577606017,40502.12890625 
3.0,-0.5,-2.9650549268811766,41748.4375 
-3.0,-0.25,-3.002580950814148,41325.6171875 
-2.75,-0.25,-2.966378922643307,41113.70703125 
-2.5,-0.25,-3.001935324836391,41665.23046875 
-2.25,-0.25,-2.9920528893346345,41621.50390625 
-2.0,-0.25,-2.952155477053896,40034.671875 
-1.75,-0.25,-2.956111869662969,37216.39453125 
-1.5,-0.25,-3.1367051759702917,35627.80859375 
-1.25,-0.25,-3.1354826643613514,35627.80859375 
-1.0,-0.25,-2.945083609513617,35738.80859375 
-0.75,-0.25,-2.9844025354477286,37212.671875 
-0.5,-0.25,-2.949625247805308,36852.50390625 
-0.25,-0.25,2.9651080194341666,37848.49609375 
0.0,-0.25,-2.965382259072897,40203.03515625 
0.25,-0.25,-2.9948736599450223,43265.0625 
0.5,-0.25,-2.9977027606911646,44381.171875 
0.75,-0.25,-2.998031664685367,43239.52734375 
1.0,-0.25,-2.9925400623427274,41166.0625 
1.25,-0.25,-2.996882101291254,40110.125 
1.5,-0.25,-2.997604707326604,40259.33203125 
1.75,-0.25,-2.998486112702667,41142.03515625 
2.0,-0.25,-2.9583755456040715,40792.6484375 
2.25,-0.25,-2.953266403965798,39710.3203125 
2.5,-0.25,-2.9928811272730274,40168.8125 
2.75,-0.25,-3.002209953882728,41055.24609375 
3.0,-0.25,3.001497553116042,42742.70703125 
-3.0,0.0,2.970248342988403,41817.80859375 
-2.75,0.0,-2.9638962754624996,41424.22265625 
-2.5,0.0,-3.0014608274301042,42112.578125 
-2.25,0.0,-2.9658331851384037,42054.953125 
-2.0,0.0,-2.9893885262481015,40502.22265625 
-1.75,0.0,-3.002270604466749,37630.73046875 
-1.5,0.0,-3.1411374113385504,35624.421875 
-1.25,0.0,-3.1344778435132805,35658.02734375 
-1.0,0.0,-2.987239666181691,35757.16015625 
-0.75,0.0,-2.9409203138928692,37077.19140625 
-0.5,0.0,-2.984109055414736,37393.48828125 
-0.25,0.0,-2.9933943730603665,39487.31640625 
0.0,0.0,-2.998954653292964,42616.0390625 
0.25,0.0,-2.9940600487733215,44618.640625 
0.5,0.0,-2.9738560056251586,44827.34765625 
0.75,0.0,-2.960277002647517,43192.9296875 
1.0,0.0,-2.9522884107991327,41181.203125 
1.25,0.0,-2.9822339698641542,40011.484375 
1.5,0.0,-2.9781241521751345,40363.6015625 
1.75,0.0,-2.9861209505967095,41815.71875 
2.0,0.0,-2.9470481615711748,41774.12109375 
2.25,0.0,-2.953328762258333,39801.82421875 
2.5,0.0,-2.969208042923297,40376.80859375 
2.75,0.0,3.008172805327609,41172.078125 
3.0,0.0,-2.960959932134734,42146.61328125 
-3.0,0.25,-2.985761628116627,42504.62109375 
-2.75,0.25,-2.989302653890644,41725.578125 
-2.5,0.25,-2.9666711196936997,41094.33203125 
-2.25,0.25,-2.994552091756676,40655.39453125 
-2.0,0.25,-2.962907348083745,39674.7265625 
-1.75,0.25,-2.952636612903776,37973.67578125 
-1.5,0.25,-2.9477128568138813,35946.13671875 
-1.25,0.25,-3.1381764519478414,35607.31640625 
-1.0,0.25,-2.9492851501946933,35897.51953125 
-0.75,0.25,-2.9706112886952325,38212.80859375 
-0.5,0.25,-2.983448317417789,41074.6953125 
-0.25,0.25,-2.9944789897712436,45123.21484375 
0.0,0.25,-2.9913144292081206,47535.12109375 
0.25,0.25,-2.9705390004909376,47090.921875 
0.5,0.25,-2.9748063511036085,44044.87890625 
0.75,0.25,-2.945991834289209,41356.89453125 
1.0,0.25,-2.9499982896936614,40128.8515625 
1.25,0.25,-2.9978481616381005,39875.84375 
1.5,0.25,-2.9537794326737496,40152.3125 
1.75,0.25,2.9724047777623026,41436.28125 
2.0,0.25,-2.9865289344545274,42447.3828125 
2.25,0.25,-3.004437485077421,42191.7578125 
2.5,0.25,-2.996121531000614,42264.38671875 
2.75,0.25,-2.991737358569912,41897.53125 
3.0,0.25,-2.9841070360663697,41719.87109375 
-3.0,0.5,2.9907428416381645,42888.7890625 
-2.75,0.5,2.9415211997209423,41916.3828125 
-2.5,0.5,-2.9886750424845356,39990.0859375 
-2.25,0.5,-2.9920004885547864,38653.2734375 
-2.0,0.5,-2.951778348219984,38036.17578125 
-1.75,0.5,-2.959154415913873,37506.76953125 
-1.5,0.5,-2.9676273041632477,36116.64453125 
-1.25,0.5,3.137206598296729,35625.43359375 
-1.0,0.5,-2.9851047658600787,35635.87890625 
-0.75,0.5,-2.9499855314301446,40695.8515625 
-0.5,0.5,-2.94167980556057,47922.5546875 
-0.25,0.5,-2.989948951376732,51229.47265625 
0.0,0.5,-2.996491417243806,51307.125 
0.25,0.5,-2.98710180582381,49283.24609375 
0.5,0.5,3.0086260824507347,44212.92578125 
0.75,0.5,3.001533902291748,40294.88671875 
1.0,0.5,2.948996625866621,39626.61328125 
1.25,0.5,2.999735292905588,40194.29296875 
1.5,0.5,-2.973854577513416,39961.02734375 
1.75,0.5,-3.000002294975982,39760.71484375 
2.0,0.5,-2.953976125100833,41151.5546875 
2.25,0.5,-2.9500692915960274,42514.96875 
2.5,0.5,-2.978845172952918,42821.78515625 
2.75,0.5,-2.960995187769522,42356.17578125 
3.0,0.5,-2.965674805198952,41186.66015625 
-3.0,0.75,-2.995157968214367,43091.74609375 
-2.75,0.75,-2.9978175464787546,42386.6328125 
-2.5,0.75,-2.9833514483388863,40192.16796875 
-2.25,0.75,-2.997181503479161,38570.80859375 
-2.0,0.75,3.0015285161114424,37957.5390625 
-1.75,0.75,-2.991770793837307,37463.4765625 
-1.5,0.75,-2.9935937252018125,36229.4453125 
-1.25,0.75,-3.1377072979417653,35627.5390625 
-1.0,0.75,-3.136181785102287,35596.22265625 
-0.75,0.75,2.992701519738616,42696.2734375 
-0.5,0.75,-2.9582219971960564,50864.296875 
-0.25,0.75,-2.97182323696224,52371.421875 
0.0,0.75,-2.9820114669889874,51645.8203125 
0.25,0.75,-2.9525793420245208,50109.28125 
0.5,0.75,-3.000390443770215,45804.8984375 
0.75,0.75,-3.0028465826681185,41791.22265625 
1.0,0.75,-2.953516227829562,40754.265625 
1.25,0.75,-2.95354383925621,41532.11328125 
1.5,0.75,-2.953448008098222,41024.43359375 
1.75,0.75,-2.9950199252601957,39766.8359375 
2.0,0.75,-2.9428788371032053,39829.97265625 
2.25,0.75,-2.9690582271985235,40808.390625 
2.5,0.75,-2.951686699144725,41500.17578125 
2.75,0.75,-2.9918638528718904,41429.2890625 
3.0,0.75,-2.98321061274955,40241.47265625 
-3.0,1.0,-2.997851084542127,43189.83984375 
-2.75,1.0,-2.9463903913986336,42612.203125 
-2.5,1.0,-2.989606253017956,40499.33984375 
-2.25,1.0,-2.9581384179912664,38758.1875 
-2.0,1.0,-2.943708205490112,37622.38671875 
-1.75,1.0,-2.9873614682203637,36789.28125 
-1.5,1.0,-2.988808921901663,35639.3828125 
-1.25,1.0,-3.1348632805646126,35615.890625 
-1.0,1.0,3.133854232803717,35615.890625 
-0.75,1.0,2.985612572016287,37612.046875 
-0.5,1.0,-2.9956651640945258,42246.16015625 
-0.25,1.0,-2.9869513034758852,44236.14453125 
0.0,1.0,-2.997033962667759,47113.140625 
0.25,1.0,-2.9911838888167748,48700.59765625 
0.5,1.0,-2.9451058965377293,47135.1875 
0.75,1.0,-2.994354308503298,44062.03515625 
1.0,1.0,-2.9973614845410177,41616.2734375 
1.25,1.0,-2.997014328350497,42122.546875 
1.5,1.0,-2.9895330443562744,41799.640625 
1.75,1.0,-2.952070549108313,40166.97265625 
2.0,1.0,-2.9932705958633212,39255.828125 
2.25,1.0,-2.9872832308310353,39800.26953125 
2.5,1.0,-2.979767109912344,40660.51953125 
2.75,1.0,-3.006924127965193,40616.6953125 
3.0,1.0,-2.979789128905085,39622.09765625 
-3.0,1.25,-2.963062265259111,43275.796875 
-2.75,1.25,-2.962117456352786,42527.0625 
-2.5,1.25,-2.987534042988435,40243.86328125 
-2.25,1.25,-2.977577373516378,38229.11328125 
-2.0,1.25,-3.004245967299054,36977.6640625 
-1.75,1.25,-2.9534926441801503,36135.27734375 
-1.5,1.25,3.13654465631154,35606.55859375 
-1.25,1.25,3.1362535038624437,35609.72265625 
-1.0,1.25,3.1340684664509704,35609.72265625 
-0.75,1.25,-3.1338885463234165,35609.72265625 
-0.5,1.25,3.1415238210306846,35609.72265625 
-0.25,1.25,2.9911359094102377,35965.15625 
0.0,1.25,3.0008045612172074,43652.6328125 
0.25,1.25,2.991646658686325,48290.13671875 
0.5,1.25,2.9900860720016222,48150.171875 
0.75,1.25,-2.9524443867038492,45467.984375 
1.0,1.25,-2.968751302836304,41664.55078125 
1.25,1.25,-2.9506068572087334,41402.0390625 
1.5,1.25,-3.003036504798885,41278.14453125 
1.75,1.25,-3.001579353028548,39810.46875 
2.0,1.25,-2.9962219198184386,38897.49609375 
2.25,1.25,-2.97013745615046,39434.83203125 
2.5,1.25,-2.967438002793681,40359.59765625 
2.75,1.25,2.9916497186986906,40278.82421875 
3.0,1.25,3.006406545734494,39147.21875 
-3.0,1.5,3.0017991016848895,43474.15234375 
-2.75,1.5,3.0055674472666443,42445.64453125 
-2.5,1.5,2.94531523361991,39926.23828125 
-2.25,1.5,2.98311972054457,37957.796875 
-2.0,1.5,2.992696471883192,37151.08203125 
-1.75,1.5,-2.9576992882105797,36714.90234375 
-1.5,1.5,-3.0009088001972413,35855.8203125 
-1.25,1.5,-3.1346626923797016,35607.76171875 
-1.0,1.5,-3.1367261704833194,35607.76171875 
-0.75,1.5,-3.140995928005772,35607.76171875 
-0.5,1.5,3.1362173119174237,35607.76171875 
-0.25,1.5,-2.9981001722807448,35802.3671875 
0.0,1.5,-2.989472481081664,41066.53125 
0.25,1.5,-2.998564975889036,46931.2109375 
0.5,1.5,-2.9956199844889673,48569.4609375 
0.75,1.5,-2.997048872260027,46618.6796875 
1.0,1.5,-2.98028710332548,42263.15625 
1.25,1.5,-2.9902022499909484,40691.84765625 
1.5,1.5,-2.949957185093873,40161.08984375 
1.75,1.5,-2.9837948583787592,39039.328125 
2.0,1.5,-2.998599895152103,38546.22265625 
2.25,1.5,-2.9699842573680275,39193.5078125 
2.5,1.5,-2.9809691279187356,40192.8515625 
2.75,1.5,-3.0030155784956953,39916.8359375 
3.0,1.5,-2.9566851035434927,38673.08984375 
-3.0,1.75,-3.0403854367410372,43409.8046875 
-2.75,1.75,-3.0048828251988633,42364.6328125 
-2.5,1.75,-2.969949706272772,39904.1640625 
-2.25,1.75,-2.9997856458198164,38169.55859375 
-2.0,1.75,3.000673347518812,38053.1640625 
-1.75,1.75,-3.0017685147091178,38202.77734375 
-1.5,1.75,-2.9851707904081057,37473.71875 
-1.25,1.75,2.9701658790130825,36239.1171875 
-1.0,1.75,-3.005690245418782,36068.56640625 
-0.75,1.75,-2.9920743484352066,36885.48828125 
-0.5,1.75,-2.988933021816702,37346.78515625 
-0.25,1.75,-2.991657340220959,37581.1796875 
0.0,1.75,-3.0105075913676336,38408.6953125 
0.25,1.75,-2.9934197689526494,42866.99609375 
0.5,1.75,-2.9549347721494614,47070.6328125 
0.75,1.75,-3.0047232384015685,47590.71484375 
1.0,1.75,-3.002080577961689,43800.99609375 
1.25,1.75,-2.9967526440315115,40246.73046875 
1.5,1.75,-3.0059583901597744,39051.40625 
1.75,1.75,-2.9714427386634843,38213.3203125 
2.0,1.75,-2.995545331149504,38089.921875 
2.25,1.75,-2.9733232792435236,39022.16015625 
2.5,1.75,-2.99719227098449,40071.8203125 
2.75,1.75,-3.0058246750521866,40004.81640625 
3.0,1.75,-2.998366919966339,38924.48828125 
