# x,y,theta,scalar_mag 
2.75,0.5,1.7298389518820416,43105.319 
3.0,0.5,1.7330940738459915,41885.654 
-3.0,0.75,1.4391854742398615,44035.093 
-2.75,0.75,1.7446323797469248,43139.273 
-2.5,0.75,1.7140946840185558,40904.551 
-2.25,0.75,1.7120787611461887,39369.67 
-2.0,0.75,1.6992956115049518,38702.856 
-1.75,0.75,1.6944165874602326,38215.358 
-1.5,0.75,1.7044637389334059,36994.171 
-1.25,0.75,1.5659771056358287,35576.676 
-1.0,0.75,1.7454670750838732,36236.21 
-0.75,0.75,1.755800368178197,43511.456 
-0.5,0.75,1.7468196944631629,51896.015 
-0.25,0.75,1.7428692788906246,53093.915 
0.0,0.75,1.7490340622493823,52253.352 
0.25,0.75,1.7138433125532704,50660.218 
0.5,0.75,1.7065237049345943,46353.376 
0.75,0.75,1.750695012505096,42501.201 
1.0,0.75,1.7414446544846358,41542.268 
1.25,0.75,1.7429695562413874,42344.244 
1.5,0.75,1.7201573158891148,41750.421 
1.75,0.75,1.7091701514164115,40503.18 
2.0,0.75,1.7375984579439696,40683.073 
2.25,0.75,1.7284804674156824,41656.743 
2.5,0.75,1.69907996606751,42340.407 
2.75,0.75,1.716799818872645,42199.908 
3.0,0.75,1.7395830121270484,40945.284 
-3.0,1.0,1.4111790592712379,44121.254 
-2.75,1.0,1.754362683726355,43362.815 
-2.5,1.0,1.7428452552565221,41296.812 
-2.25,1.0,1.752561138252477,39569.77 
-2.0,1.0,1.7125857718153445,38469.368 
-1.75,1.0,1.7564873444401687,37577.935 
-1.5,1.0,1.7460803712050876,36397.773 
-1.25,1.0,1.5674597764247795,35632.484 
-1.0,1.0,1.5643806474000703,35632.484 
-0.75,1.0,1.7015299689059369,38710.352 
-0.5,1.0,1.7143888750536664,43423.356 
-0.25,1.0,1.7137349629715217,45069.069 
0.0,1.0,1.7127278438624018,48118.163 
0.25,1.0,1.7077595775306265,49462.684 
0.5,1.0,1.7430712389833176,47816.802 
0.75,1.0,1.7094985046088114,44693.157 
1.0,1.0,1.7459386132883912,42415.171 
1.25,1.0,1.7115349178492083,42965.484 
1.5,1.0,1.7052480396944427,42542.699 
1.75,1.0,1.7017921324834167,40909.335 
2.0,1.0,1.7324154503323443,40116.024 
2.25,1.0,1.7540274274260874,40678.009 
2.5,1.0,1.739558102262882,41545.493 
2.75,1.0,1.7475709507885522,41426.297 
3.0,1.0,1.7087229316339247,40474.821 
-3.0,1.25,0.6426389231709096,44365.534 
-2.75,1.25,1.7053254261013713,43294.98 
-2.5,1.25,1.7212915118481371,40980.984 
-2.25,1.25,1.7133056776119442,39041.529 
-2.0,1.25,1.711027136922632,37799.628 
-1.75,1.25,1.7093224621072962,36973.589 
-1.5,1.25,1.7130846245068059,35849.72 
-1.25,1.25,1.5722277218462235,35642.111 
-1.0,1.25,1.5672757898212417,35642.111 
-0.75,1.25,1.5712391056326283,35642.111 
-0.5,1.25,1.5630132582320213,35642.111 
-0.25,1.25,1.71896639311085,36796.365 
0.0,1.25,1.7441104995206411,44410.008 
0.25,1.25,1.7494680720633056,48970.902 
0.5,1.25,1.7399539992396107,48834.953 
0.75,1.25,1.7501209941379239,45973.598 
1.0,1.25,1.7280687785082727,42405.773 
1.25,1.25,1.7044694079347928,42311.802 
1.5,1.25,1.7403068517086828,42068.338 
1.75,1.25,1.7084797846909792,40624.97 
2.0,1.25,1.7124729948041955,39801.38 
2.25,1.25,1.6965500636707984,40343.28 
2.5,1.25,1.697827755374833,41270.322 
2.75,1.25,1.714198119227502,41081.113 
3.0,1.25,1.7455911034194778,39998.695 
-3.0,1.5,1.4417395351888906,44388.913 
-2.75,1.5,1.7123481262813236,43200.783 
-2.5,1.5,1.7579548142227164,40691.927 
-2.25,1.5,1.7528657987336533,38703.743 
-2.0,1.5,1.7125199054069826,37895.123 
-1.75,1.5,1.7126173801179083,37500.625 
-1.5,1.5,1.739071037452975,36593.581 
-1.25,1.5,1.7130572039277536,35545.096 
-1.0,1.5,1.575697141767143,35593.536 
-0.75,1.5,1.574402045934608,35566.537 
-0.5,1.5,1.5705514764247108,35586.466 
-0.25,1.5,1.700966243128256,36637.964 
0.0,1.5,1.75368036767746,42004.921 
0.25,1.5,1.716668182529588,47874.137 
0.5,1.5,1.7435158505989272,49352.843 
0.75,1.5,1.7117040890052515,47143.694 
1.0,1.5,1.713170526845795,42950.065 
1.25,1.5,1.7147812894080936,41541.698 
1.5,1.5,1.7468142212385462,41037.192 
1.75,1.5,1.699842339986341,39894.0 
2.0,1.5,1.705693320361679,39461.361 
2.25,1.5,1.7272639330059507,40158.015 
2.5,1.5,1.7214741257869575,41079.893 
2.75,1.5,1.6915540157025724,40846.765 
3.0,1.5,1.706012726277453,39601.857 
-3.0,1.75,1.7084823105153495,44204.764 
-2.75,1.75,1.7063421435491515,42987.964 
-2.5,1.75,1.7053724894178928,40501.965 
-2.25,1.75,1.7459408784441282,38838.634 
-2.0,1.75,1.7526731569550125,38704.442 
-1.75,1.75,1.7249504620589828,38907.542 
-1.5,1.75,1.7139898493185093,38157.904 
-1.25,1.75,1.7408653844725157,36938.197 
-1.0,1.75,1.7415136410070513,36921.086 
-0.75,1.75,1.7424441831337887,37671.285 
-0.5,1.75,1.7176751038648526,38073.057 
-0.25,1.75,1.7409348322629632,38284.184 
0.0,1.75,1.7480008014336403,39323.972 
0.25,1.75,1.7486738618039859,43965.811 
0.5,1.75,1.7041738391860708,48208.562 
0.75,1.75,1.7222158306144817,48319.661 
1.0,1.75,1.7245938443109443,44433.072 
1.25,1.75,1.7108774651770509,41079.836 
1.5,1.75,1.7072975158983612,40017.766 
1.75,1.75,1.711112793468379,39113.247 
2.0,1.75,1.7199741285646613,39049.79 
2.25,1.75,1.7219811200952944,39985.922 
2.5,1.75,1.7569357657620837,41023.605 
2.75,1.75,1.7070400180547884,40971.193 
3.0,1.75,1.7065624345338275,39953.247 
